azon;szoto;szofaj;gyakori
1083;értékrend;fn;16514
1084;értékű;mn;31502
1085;értelem;fn;166297
1086;értelemszerű;mn;11666
1087;értelmes;mn;18389
1088;értelmetlen;mn;11494
1089;értelmez;ige;42042
1090;értelmezés;fn;39858
1091;értelmiség;fn;14805
1092;értesít;ige;50375
1093;értesítés;fn;21536
1094;értesül;ige;16130
1095;érthető;mn;31617
1096;érv;fn;44973
1097;érvel;ige;10124
1098;érvény;fn;24173
1099;érvényes;mn;82574
1100;érvényesít;ige;26224
1101;érvényesítés;fn;19824
1102;érvényesség;fn;14228
1103;érvényesül;ige;30319
1104;érvényesülés;fn;12786
1105;érvénytelen;mn;11237
1106;érzék;fn;13352
1107;érzékel;ige;22768
1108;érzékelhető;mn;12303
1109;érzékeny;mn;27998
1110;érzékenység;fn;11442
1111;érzelem;fn;30336
1112;érzelmi;mn;27123
1113;érzés;fn;83148
1114;erzsébet;fn;22295
1115;esedékes;mn;11224
1116;esély;fn;74500
1117;esélyegyenlőség;fn;13724
1118;esemény;fn;136423
1119;eset;fn;880255
1120;esetleg;hsz;127202
1121;esetleges;mn;58787
1122;esik;ige;117493
1123;esküvő;fn;10944
1124;eső;mn;18748
1125;eső;fn;31908
1126;est;fn;21113
1127;este;fn;35577
1128;este;hsz;71429
1129;esti;mn;25411
1130;esz;ige;16548
1131;ész;fn;42537
1132;északi;mn;24443
1133;eszik;ige;53895
1134;eszköz;fn;230945
1135;észlel;ige;22071
1136;eszme;fn;25289
1137;észrevesz;ige;29466
1138;észrevétel;fn;42655
1139;ésszerű;mn;12133
1140;esztendő;fn;44847
1141;eszter;fn;10878
1142;esztergom;fn;24393
1143;esztergomi;mn;18374
1144;esztétikai;mn;14258
1145;étel;fn;47116
1146;etikai;mn;21944
1147;étkezés;fn;20223
1148;etnikai;mn;20487
1149;étterem;fn;27642
1150;eu;fn;82629
1151;euró;fn;37778
1152;európa;fn;117763
1153;európai;mn;325164
1154;év;fn;1237371
1155;éva;fn;25897
1156;evangélikus;mn;27426
1157;evangélium;fn;23730
1158;évente;hsz;60535
1159;éves;fn;10435
1160;éves;mn;252291
1161;évezred;fn;16497
1162;évfolyam;fn;44534
1163;évforduló;fn;28719
1164;évi;mn;225026
1165;évszám;fn;10061
1166;évszázad;fn;30390
1167;évtized;fn;81242
1168;évtizedes;mn;10278
1169;export;fn;18359
1170;ez;hsz;13842
1171;ezenkívül;hsz;36903
1172;ezentúl;hsz;11072
1173;ezúttal;hsz;28717
1174;ezüst;fn;12564
1175;ezzel;hsz;23755
1176;fa;fn;99327
1177;faj;fn;37209
1178;fáj;ige;22265
1179;fájdalmas;mn;14186
1180;fájdalom;fn;40753
1181;fájl;fn;14267
1182;fajta;mn;22952
1183;fajta;fn;39775
1184;fakad;ige;33954
1185;fal;fn;87928
1186;falu;fn;96108
1187;falusi;mn;17486
1188;fantasztikus;mn;15300
1189;fantázia;fn;13861
1190;fáradt;mn;17965
1191;fark;fn;10971
1192;farkas;fn;27451
1193;fázis;fn;22066
1194;február;fn;56495
1195;fed;ige;14241
1196;fedez;ige;36936
1197;fedezet;fn;25132
1198;fegyelmi;mn;21809
1199;fegyver;fn;42361
1200;fegyveres;mn;16725
1201;fehér;fn;13173
1202;fehér;mn;71890
1203;fej;fn;63312
1204;fejedelem;fn;12573
1205;fejez;ige;47531
1206;fejezet;fn;78989
1207;fejeződik;ige;10371
1208;fejléc;fn;11951
1209;fejleszt;ige;52469
1210;fejlesztés;fn;188402
1211;fejlesztési;mn;70727
1212;fejlesztő;fn;19408
1213;fejlett;mn;33726
1214;fejlődés;fn;137802
1215;fejlődési;mn;12532
1216;fejlődik;ige;33812
1217;fejlődő;mn;15259
1218;fejt;ige;19157
1219;fekete;mn;69175
1220;fekszik;ige;40545
1221;fektet;ige;30512
1222;fekvő;mn;20041
1223;fél;fn;149490
1224;fél;ige;59398
1225;felad;ige;13475
1226;feladat;fn;492147
1227;feladatkör;fn;11276
1228;felajánl;ige;22179
1229;feláll;ige;12604
1230;felállít;ige;14964
1231;felállítás;fn;14529
1232;felbontás;fn;12774
1233;feldolgoz;ige;12197
1234;feldolgozás;fn;50020
1235;feled;ige;14667
1236;felejt;ige;25646
1237;felel;ige;89703
1238;félelem;fn;43013
1239;felelős;mn;70608
1240;felelős;fn;11020
1241;felelősség;fn;115176
1242;felemel;ige;13591
1243;felépít;ige;14153
1244;felépítés;fn;42443
1245;feleség;fn;82598
1246;felesleges;mn;32900
1247;félév;fn;59359
1248;felfedez;ige;22319
1249;felfedezés;fn;15995
1250;felfelé;hsz;15666
1251;felfog;ige;11123
1252;felfogás;fn;24035
1253;felgyorsít;ige;10270
1254;felhasznál;ige;34582
1255;felhasználás;fn;127037
1256;felhasználható;mn;14558
1257;felhasználó;fn;308860
1258;felhasználónév;fn;18984
1259;felhasznált;mn;13575
1260;felhatalmazás;fn;16678
1261;felhív;ige;53778
1262;felhívás;fn;39859
1263;felhő;fn;15764
1264;félig;hsz;14143
1265;felirat;fn;22293
1266;feliratkozik;ige;33215
1267;felismer;ige;35046
1268;felismerés;fn;25580
1269;feljelentés;fn;11510
1270;felkér;ige;23986
1271;felkeres;ige;19351
1272;felkérés;fn;11221
1273;felkészít;ige;17301
1274;felkészítés;fn;22245
1275;felkészül;ige;20748
1276;felkészülés;fn;31267
1277;felkészültség;fn;14065
1278;fellebbezés;fn;12924
1279;fellép;ige;22888
1280;fellépés;fn;21314
1281;felmentés;fn;13455
1282;felmér;ige;12072
1283;felmérés;fn;61292
1284;felmerül;ige;52836
1285;felmondás;fn;11830
1286;felnőtt;fn;63694
1287;félreértés;fn;10525
1288;felsorol;ige;41394
1289;felsorolás;fn;17023
1290;felső;mn;70946
1291;felsőfokú;mn;27930
1292;felsőoktatás;fn;73685
1293;felszámolás;fn;20004
1294;felszerel;ige;21166
1295;felszerelés;fn;24718
1296;felszín;fn;34480
1297;feltár;ige;22746
1298;feltárás;fn;22798
1299;feltehető;mn;13867
1300;feltehetőleg;hsz;13271
1301;feltesz;ige;29563
1302;feltétel;fn;280487
1303;feltételez;ige;27737
1304;feltételezés;fn;10757
1305;feltétlenül;hsz;50031
1306;feltölt;ige;18512
1307;feltűnik;ige;11193
1308;feltűnő;mn;12920
1309;feltüntet;ige;33126
1310;felújít;ige;20502
1311;felújítás;fn;52937
1312;felügyelet;fn;50431
1313;felügyeleti;mn;10879
1314;felügyelő;mn;17653
1315;felület;fn;51579
1316;felülvizsgálat;fn;25520
1317;felvállal;ige;10126
1318;felvesz;ige;65426
1319;felvet;ige;23965
1320;felvétel;fn;69377
1321;felvételi;fn;13006
1322;felvételi;mn;36540
1323;felvetés;fn;11882
1324;felvilágosítás;fn;15318
1325;felzárkózik;ige;15670
1326;fém;fn;14258
1327;fenék;fn;11288
1328;fennáll;ige;19623
1329;fennállás;fn;12261
1330;fennálló;mn;15233
1331;fennmarad;ige;19924
1332;fenntart;ige;129979
1333;fenntartás;fn;52272
1334;fenntartó;fn;15357
1335;fent;hsz;35769
1336;fenti;mn;60501
1337;fenti;fn;27690
1338;fény;fn;79878
1339;fenyeget;ige;20133
1340;fényes;mn;17935
1341;fénykép;fn;24538
1342;fér;ige;27689
1343;ferenc;fn;95068
1344;férfi;fn;194655
1345;férj;fn;55788
1346;férőhely;fn;10519
1347;fertőzés;fn;16487
1348;fest;ige;21545
1349;festék;fn;11088
1350;festmény;fn;13643
1351;festő;fn;12608
1352;fesztivál;fn;31380
1353;feszültség;fn;33516
1354;fi;fn;49638
1355;fia;fn;22229
1356;fiatal;mn;121286
1357;fiatal;fn;98646
1358;fiatalember;fn;19087
1359;figura;fn;18589
1360;figyel;ige;103620
1361;figyelem;fn;320111
1362;figyelembevétel;fn;24935
1363;figyelmes;mn;13284
1364;figyelmeztet;ige;22915
1365;figyelmeztetés;fn;11249
1366;film;fn;135184
1367;filozófia;fn;24287
1368;filozófiai;mn;12634
1369;finanszíroz;ige;65827
1370;finom;mn;48251
1371;fiú;fn;95166
1372;fizet;ige;132514
1373;fizetés;fn;41800
1374;fizetési;mn;25743
1375;fizetett;mn;10415
1376;fizika;fn;18464
1377;fizikai;mn;57507
1378;fog;fn;21126
1379;fog;ige;516130
1380;fogad;ige;149547
1381;fogadás;fn;17650
1382;fogalmaz;ige;73429
1383;fogalom;fn;94584
1384;fogás;fn;10084
1385;foglal;ige;118932
1386;foglalkozás;fn;47586
1387;foglalkozik;ige;178098
1388;foglalkoztat;ige;75328
1389;foglalt;fn;40996
1390;foglalt;mn;44293
1391;fogy;ige;13999
1392;fogyaszt;ige;28719
1393;fogyasztás;fn;36163
1394;fogyasztó;fn;64638
1395;fogyatékos;mn;25158
1396;fok;fn;48711
1397;fokoz;ige;19445
1398;fokozat;fn;26486
1399;fokozatos;mn;37646
1400;fokozódik;ige;11268
1401;fokozott;mn;21635
1402;fokú;mn;11567
1403;folt;fn;15882
1404;foly;ige;37290
1405;folyadék;fn;15844
1406;folyamat;fn;208454
1407;folyamatos;mn;188105
1408;folyik;ige;44319
1409;folyó;fn;21033
1410;folyó;mn;42717
1411;folyóirat;fn;29757
1412;folyósít;ige;21525
1413;folyosó;fn;18975
1414;folytat;ige;170613
1415;folytatás;fn;39456
1416;folytatódik;ige;32892
1417;folyton;hsz;12372
1418;fontos;mn;509256
1419;fontosság;fn;38835
1420;fordít;ige;76365
1421;fordítás;fn;40665
1422;fordított;mn;17882
1423;fordítva;hsz;14594
1424;fordul;ige;127828
1425;fordulat;fn;22781
1426;forduló;fn;37547
1427;forgalmaz;ige;25108
1428;forgalmi;mn;24372
1429;forgalom;fn;74508
1430;forgat;ige;19010
1431;forgó;mn;12582
1432;forint;fn;290870
1433;forintos;mn;46339
1434;forma;fn;263461
1435;formai;mn;14170
1436;formál;ige;18610
1437;formális;mn;10913
1438;formátum;fn;23305
1439;forog;ige;11855
1440;forradalmi;mn;10634
1441;forradalom;fn;41033
1442;forrás;fn;164080
1443;forró;mn;27314
1444;fórum;fn;416906
1445;fotó;fn;33396
1446;fő;fn;127642
1447;fő;mn;242110
1448;főigazgató;fn;19247
1449;főiskola;fn;58802
1450;főiskolai;mn;33657
1451;főként;hsz;38881
1452;föld;fn;188165
1453;földhivatal;fn;10373
1454;földi;mn;29678
1455;földművelésügyi;mn;11231
1456;földrajzi;mn;23977
1457;főleg;hsz;77925
1458;fölösleges;mn;12283
1459;főnök;fn;21098
1460;főosztály;fn;13493
1461;főpolgármester;fn;21242
1462;főszerkesztő;fn;10652
1463;főút;fn;12909
1464;főváros;fn;77234
1465;fővárosi;mn;92514
1466;főz;ige;22371
1467;frakció;fn;16333
1468;francia;mn;58403
1469;franciaország;fn;23654
1470;friss;mn;67235
1471;frissít;ige;18466
1472;ft;fn;228926
1473;fúj;ige;13556
1474;funkció;fn;71943
1475;furcsa;mn;36329
1476;fut;ige;49456
1477;futás;fn;11297
1478;futó;mn;11066
1479;fű;fn;19060
1480;függ;ige;98109
1481;független;mn;65438
1482;függetlenség;fn;14967
1483;függő;mn;12156
1484;függőleges;mn;12009
1485;függvény;fn;33138
1486;fül;fn;37193
1487;fürdő;fn;18548
1488;fürdőszoba;fn;14757
1489;füst;fn;12196
1490;fűtés;fn;12815
1491;fűz;ige;16010
1492;füzet;fn;12857
1493;fűződik;ige;21088
1494;gábor;fn;86616
1495;galéria;fn;17870
1496;garancia;fn;28555
1497;garantál;ige;18682
1498;garantált;mn;10036
1499;garázs;fn;14552
1500;gát;fn;12864
1501;gáz;fn;28617
1502;gazda;fn;54602
1503;gazdag;mn;69055
1504;gazdagság;fn;12811
1505;gazdálkodás;fn;47187
1506;gazdálkodik;ige;28899
1507;gazdaság;fn;87824
1508;gazdasági;mn;275799
1509;gazdaságos;mn;11315
1510;gazdaságpolitika;fn;14103
1511;gén;fn;10492
1512;generáció;fn;24296
1513;generál;ige;11365
1514;genetika;fn;17312
1515;gép;fn;120363
1516;gépjármű;fn;18960
1517;gépkocsi;fn;23241
1518;gergely;fn;11037
1519;gesztus;fn;12570
1520;géza;fn;29879
1521;gimnázium;fn;50659
1522;globális;mn;23782
1523;globalizáció;fn;12435
1524;gól;fn;14079
1525;gomb;fn;77829
1526;gomba;fn;12421
1527;gond;fn;113272
1528;gondol;ige;364490
1529;gondolat;fn;126317
1530;gondolkodás;fn;50605
1531;gondolkodik;ige;46588
1532;gondolkozik;ige;17951
1533;gondos;mn;25683
1534;gondoskodás;fn;12496
1535;gondoskodik;ige;58084
1536;gondozás;fn;25667
1537;gonosz;mn;19513
1538;görög;mn;30245
1539;grafika;fn;22836
1540;grafikus;mn;14535
1541;gratulál;ige;12370
1542;gróf;fn;13763
1543;gyakor;mn;20719
1544;gyakori;mn;36784
1545;gyakoriság;fn;33954
1546;gyakorlás;fn;33213
1547;gyakorlat;fn;177367
1548;gyakorlati;mn;81964
1549;gyakorlatilag;hsz;44043
1550;gyakorló;mn;13102
1551;gyakorol;ige;63223
1552;gyakrabban;hsz;13694
1553;gyakran;hsz;130860
1554;gyanú;fn;20934
1555;gyár;fn;23897
1556;gyárt;ige;24641
1557;gyártás;fn;34974
1558;gyártó;fn;23678
1559;gyenge;mn;54238
1560;gyerek;fn;253390
1561;gyermek;fn;274245
1562;gyermekkor;fn;14723
1563;gyertya;fn;11146
1564;gyógyít;ige;22829
1565;gyógyítás;fn;14760
1566;gyógyszer;fn;46108
1567;gyógyszerész;fn;10805
1568;gyógyulás;fn;11982
1569;gyomor;fn;13559
1570;gyors;mn;201491
1571;gyorsaság;fn;10783
1572;gyökér;fn;24743
1573;gyönyörű;mn;40723
1574;győr;fn;22034
1575;györgy;fn;72654
1576;győz;ige;30516
1577;győzelem;fn;30321
1578;győződik;ige;11275
1579;győztes;fn;11825
1580;gyula;fn;53781
1581;gyűjt;ige;42806
1582;gyűjtemény;fn;34555
1583;gyűjtés;fn;17073
1584;gyülekezet;fn;40013
1585;gyűlés;fn;11293
1586;gyűlik;ige;11409
1587;gyűlöl;ige;12057
1588;gyűlölet;fn;10778
1589;gyümölcs;fn;41337
1590;gyűrű;fn;12736
1591;háború;fn;77564
1592;háborús;mn;12023
1593;hadsereg;fn;26263
1594;hagy;ige;184609
1595;hagyomány;fn;79462
1596;hagyományos;mn;91452
1597;haj;fn;30124
1598;hajlamos;mn;13744
1599;hajlandó;mn;35784
1600;hajnal;fn;24228
1601;hajó;fn;45599
1602;hajt;ige;51134
1603;hal;fn;33569
1604;hal;ige;35173
1605;hála;fn;21472
1606;halad;ige;88611
1607;haladás;fn;14453
1608;haladéktalan;mn;12559
1609;haladó;mn;24375
1610;halál;fn;124195
1611;halálos;mn;18794
1612;hálás;mn;10796
1613;halász;fn;11082
1614;halk;mn;14683
1615;hall;ige;140152
1616;hallgat;ige;72640
1617;hallgató;fn;185979
1618;háló;fn;17409
1619;halott;fn;20155
1620;halott;mn;10074
1621;hálózat;fn;90576
1622;hálózati;mn;19381
1623;hamar;hsz;32846
1624;hamarabb;hsz;19253
1625;hamarosan;hsz;50232
1626;hamis;mn;25522
1627;hang;fn;112119
1628;hanghordozó;fn;20815
1629;hangos;mn;23386
1630;hangoztat;ige;14579
1631;hangsúly;fn;48096
1632;hangsúlyoz;ige;66712
1633;hangszer;fn;12937
1634;hangulat;fn;50870
1635;hangzik;ige;42117
1636;hány;fn;45379
1637;hányad;fn;18819
1638;harag;fn;13720
1639;harc;fn;48920
1640;harcol;ige;21835
1641;harcos;fn;13102
1642;harmónia;fn;14460
1643;harmonikus;mn;10615
1644;has;fn;17156
1645;hasonlít;ige;35359
1646;hasonló;fn;12218
1647;hasonló;mn;230268
1648;használ;ige;311233
1649;használat;fn;166999
1650;használati;mn;17852
1651;használatos;mn;11534
1652;használható;mn;58903
1653;használó;fn;10417
1654;használt;mn;65852
1655;hasznos;mn;58208
1656;hasznosít;ige;41051
1657;haszon;fn;34770
1658;hat;ige;41484
1659;hát;fn;38423
1660;hatalmas;mn;89474
1661;hatalmi;mn;13303
1662;hatalom;fn;95534
1663;hatály;fn;78507
1664;hatálybalépés;fn;15229
1665;hatályos;mn;27400
1666;határ;fn;146090
1667;határérték;fn;10767
1668;határidő;fn;92386
1669;határol;ige;10099
1670;határoz;ige;129601
1671;határozat;fn;134642
1672;határozati;mn;12296
1673;határozott;mn;47258
1674;hatás;fn;244822
1675;hatáskör;fn;53342
1676;hatásos;mn;17924
1677;hatású;mn;16424
1678;hatékony;mn;97010
1679;hatékonyság;fn;32615
1680;hatóság;fn;71807
1681;hatósági;mn;31902
1682;hátrány;fn;33699
1683;hátrányos;mn;36967
1684;hátsó;mn;26635
1685;háttér;fn;74338
1686;havi;mn;52247
1687;havonta;hsz;26171
1688;ház;fn;227547
1689;haza;fn;95169
1690;hazai;mn;148101
1691;hazamegy;ige;10019
1692;házaspár;fn;10485
1693;házasság;fn;40524
1694;házastárs;fn;10488
1695;házi;mn;18206
1696;háziorvos;fn;14017
1697;háztartás;fn;22284
1698;háztartási;mn;10833
1699;hazudik;ige;13599
1700;hazugság;fn;14631
1701;hegy;fn;44861
1702;hektár;fn;19208
1703;hely;fn;540907
1704;helyes;mn;102896
1705;helyettes;fn;11253
1706;helyettes;mn;16865
1707;helyettesít;ige;26025
1708;helyez;ige;109491
1709;helyezés;fn;28884
1710;helyezett;mn;14580
1711;helyezkedik;ige;25850
1712;helyi;mn;213321
1713;helyiség;fn;42761
1714;helyreállítás;fn;18053
1715;helység;fn;12346
1716;helyszín;fn;83483
1717;helyszíni;mn;15713
1718;helytelen;mn;14465
1719;helyzet;fn;363593
1720;herceg;fn;14629
1721;hét;fn;194892
1722;hetente;hsz;26013
1723;hétfő;fn;49860
1724;heti;mn;40472
1725;hétköznap;fn;12900
1726;hétköznapi;mn;16099
1727;hétvége;fn;25278
1728;heves;mn;18064
1729;hiába;hsz;52142
1730;hiány;fn;113811
1731;hiányos;mn;14655
1732;hiányosság;fn;22265
1733;hiányozik;ige;14282
1734;hiányzik;ige;50755
1735;hiba;fn;116850
1736;hibás;mn;27964
1737;híd;fn;41894
1738;hideg;fn;17794
1739;hideg;mn;34137
1740;hihetetlen;mn;17675
1741;hír;fn;243644
1742;hirdet;ige;62630
1743;hirdetés;fn;48734
1744;híres;mn;38728
1745;hírközlés;fn;17240
1746;hírlap;fn;14336
1747;hírlevél;fn;45565
1748;hírnév;fn;10998
1749;hirtelen;hsz;47051
1750;hisz;ige;219658
1751;hit;fn;97006
1752;hitel;fn;52956
1753;hiteles;mn;30957
1754;hitelesít;ige;14279
1755;hitelesség;fn;12893
1756;hív;fn;33292
1757;hív;ige;144630
1758;hívás;fn;16256
1759;hivatal;fn;161310
1760;hivatali;mn;13020
1761;hivatalos;mn;88571
1762;hivatás;fn;22042
1763;hivatásos;mn;19901
1764;hivatkozás;fn;22397
1765;hivatkozik;ige;47427
1766;hivatott;mn;16513
1767;hívő;fn;17737
1768;hó;fn;30155
1769;hogyan;hsz;225474
1770;hol;hsz;117169
1771;hold;fn;26901
1772;holland;mn;12231
1773;hollandia;fn;11765
1774;holmi;fn;10899
1775;holnap;hsz;26210
1776;homlok;fn;10418
1777;homok;fn;12547
1778;hónap;fn;201310
1779;hónapos;mn;20086
1780;honlap;fn;153680
1781;honnan;hsz;24757
1782;honvédelmi;mn;12324
1783;honvédség;fn;12241
1784;hord;ige;21538
1785;hordoz;ige;28012
1786;horvát;mn;12907
1787;horváth;fn;27376
1788;hossz;fn;24254
1789;hosszan;hsz;12084
1790;hosszú;mn;229253
1791;hotel;fn;12528
1792;hova;hsz;17356
1793;hová;hsz;17584
1794;hoz;ige;296476
1795;hozam;fn;10333
1796;hozható;mn;11536
1797;hozott;mn;31569
1798;hozzáad;ige;19247
1799;hozzáadás;fn;23352
1800;hozzáállás;fn;12781
1801;hozzáfér;ige;15157
1802;hozzáférés;fn;36981
1803;hozzáférhető;mn;28484
1804;hozzájárul;ige;47054
1805;hozzájárulás;fn;51609
1806;hozzájut;ige;10821
1807;hozzászólás;fn;286460
1808;hozzátartozik;ige;20598
1809;hozzátartozó;fn;17375
1810;hozzátesz;ige;34744
1811;hő;fn;11618
1812;hölgy;fn;41087
1813;hőmérséklet;fn;40383
1814;hős;fn;181042
1815;hulladék;fn;50883
1816;hullám;fn;20718
1817;hullik;ige;15492
1818;humán;mn;14534
1819;humor;fn;12533
1820;hungária;fn;11108
1821;hús;fn;32088
1822;húz;ige;52333
1823;húzódik;ige;22338
1824;hű;mn;12006
1825;hülye;mn;17498
1826;hűség;fn;13416
1827;hűséges;mn;12603
1828;hűvös;mn;12540
1829;idáig;hsz;10529
1830;ide;hsz;87043
1831;ideális;mn;25572
1832;idegen;fn;16910
1833;idegen;mn;66641
1834;idegenforgalmi;mn;21030
1835;idegenforgalom;fn;10625
1836;idei;mn;43985
1837;ideig;hsz;56087
1838;ideiglenes;mn;28494
1839;idén;hsz;91491
1840;identitás;fn;15642
1841;ideológia;fn;11292
1842;idéz;ige;68020
1843;idézet;fn;20330
1844;idő;fn;742564
1845;időjárás;fn;21508
1846;időköz;fn;10252
1847;időközben;hsz;15817
1848;időnként;hsz;24233
1849;időpont;fn;114154
1850;idős;mn;69852
1851;időszak;fn;163677
1852;időszámítás;fn;18580
1853;időtartam;fn;57137
1854;idővel;hsz;11032
1855;időzóna;fn;19050
1856;ifjú;mn;16683
1857;ifjúság;fn;20147
1858;ifjúsági;mn;59516
1859;igaz;fn;48818
1860;igaz;mn;160725
1861;igazából;hsz;21502
1862;igazán;hsz;108286
1863;igazgatás;fn;22465
1864;igazgató;fn;81234
1865;igazgatóság;fn;37725
1866;igazi;mn;105618
1867;igazít;ige;13286
1868;igazodik;ige;23297
1869;igazol;ige;57766
1870;igazolás;fn;46018
1871;igazoló;mn;12295
1872;igazolvány;fn;25257
1873;igazság;fn;82404
1874;igazságos;mn;11312
1875;igazságügyi;mn;11428
1876;ige;fn;32016
1877;igen;fn;11621
1878;igen;hsz;229260
1879;igencsak;hsz;14944
1880;igenis;hsz;15321
1881;igény;fn;288887
1882;igénybevétel;fn;34878
1883;igényel;ige;83404
1884;igényes;mn;25949
1885;igénylő;mn;20963
1886;ígér;ige;31768
1887;ígéret;fn;34028
1888;így;hsz;483388
1889;igyekezik;ige;50755
1890;igyekszik;ige;42657
1891;ildikó;fn;10014
1892;illat;fn;18513
1893;illegális;mn;13523
1894;illeszkedik;ige;18376
1895;illeszt;ige;20244
1896;illet;ige;60740
1897;illeték;fn;12788
1898;illetékes;fn;12427
1899;illetékes;mn;47718
1900;illetéktelen;mn;12236
1901;illető;fn;18865
1902;illető;mn;46033
1903;illik;ige;23823
1904;illő;mn;18640
1905;illúzió;fn;10550
1906;ily;mn;34893
1907;ilyen;fn;531103
1908;ilyenkor;hsz;69956
1909;ilyesmi;fn;26298
1910;ima;fn;15822
1911;imád;ige;17300
1912;imádkozik;ige;25394
1913;imádság;fn;16324
1914;immár;hsz;39298
1915;import;fn;13354
1916;imre;fn;64742
1917;index;fn;17564
1918;indít;ige;88564
1919;indítás;fn;16858
1920;indítvány;fn;27116
1921;indok;fn;19086
1922;indoklás;fn;12976
1923;indokol;ige;29402
1924;indokolás;fn;10952
1925;indokolt;mn;41893
1926;indul;ige;161757
1927;indulás;fn;20084
1928;indulat;fn;13603
1929;induló;mn;23528
1930;infláció;fn;21066
1931;információ;fn;261198
1932;információs;mn;68557
1933;informatika;fn;84020
1934;infrastruktúra;fn;25369
1935;ingatlan;fn;65577
1936;ingyen;hsz;19080
1937;ingyenes;mn;85598
1938;inkább;hsz;258271
1939;innen;hsz;40152
1940;innováció;fn;17324
1941;int;ige;13464
1942;integráció;fn;50136
1943;integrál;ige;30358
1944;intelligens;mn;10865
1945;intenzitás;fn;10155
1946;intenzív;mn;27487
1947;interjú;fn;32869
1948;internet;fn;177663
1949;intéz;ige;26596
1950;intézet;fn;94726
1951;intézkedés;fn;101228
1952;intézkedik;ige;15729
1953;intézmény;fn;357908
1954;intézményrendszer;fn;12942
1955;ipar;fn;24835
1956;ipari;mn;63167
1957;ír;ige;443460
1958;irak;fn;15768
1959;irány;fn;119783
1960;irányadó;mn;19645
1961;irányelv;fn;30915
1962;irányít;ige;43190
1963;irányítás;fn;48765
1964;irányító;mn;11661
1965;irányú;mn;17040
1966;irányul;ige;58219
1967;irányzat;fn;16456
1968;írás;fn;147362
1969;írásbeli;mn;37054
1970;írásos;mn;20948
1971;irat;fn;39436
1972;iratkozik;ige;19636
1973;író;fn;63817
1974;iroda;fn;107963
1975;irodalmi;mn;41286
1976;irodalom;fn;63426
1977;írott;mn;16846
1978;írt;mn;24452
1979;is;hsz;6290129
1980;iskola;fn;354074
1981;iskolai;mn;83138
1982;ismer;ige;228891
1983;ismeret;fn;153817
1984;ismeretes;mn;11161
1985;ismeretlen;mn;42859
1986;ismerkedik;ige;20387
1987;ismerős;fn;34497
1988;ismerős;mn;14334
1989;ismert;mn;102954
1990;ismertet;ige;54206
1991;ismertetés;fn;21636
1992;ismét;hsz;114539
1993;ismétel;ige;24073
1994;ismételt;mn;23185
1995;isten;fn;366394
1996;isteni;mn;28979
1997;istentisztelet;fn;13695
1998;istván;fn;154798
1999;iszik;ige;43524
2000;ital;fn;24690
2001;ítél;ige;60964
2002;ítélet;fn;40272
2003;itt;hsz;675502
2004;itthon;hsz;27078
2005;ív;fn;13746
2006;iván;fn;11679
2007;íz;fn;33506
2008;izgalmas;mn;27707
2009;izgalom;fn;14815
2010;ízlés;fn;17100
2011;izom;fn;15961
2012;izrael;fn;20272
2013;jános;fn;145898
2014;január;fn;95058
2015;japán;fn;18702
2016;japán;mn;18763
2017;jár;ige;308451
2018;járás;fn;13065
2019;járat;fn;17252
2020;járda;fn;10652
2021;jármű;fn;60492
2022;járó;mn;59462
2023;járul;ige;25354
2024;járulék;fn;16990
2025;játék;fn;130761
2026;játékos;fn;48034
2027;játékos;mn;12193
2028;játszik;ige;140221
2029;javaslat;fn;189282
2030;javasol;ige;110062
2031;javít;ige;42128
2032;javítás;fn;62124
2033;javul;ige;23333
2034;javulás;fn;14796
2035;jég;fn;11361
2036;jegy;fn;73467
2037;jegyez;ige;36147
2038;jegyzék;fn;15771
2039;jegyzet;fn;16503
2040;jegyző;fn;31881
2041;jegyzőkönyv;fn;38255
2042;jel;fn;97041
2043;jelen;fn;23669
2044;jelen;hsz;74964
2045;jelen;mn;50293
2046;jelenet;fn;24934
2047;jelenik;ige;120154
2048;jelenít;ige;17714
2049;jelenleg;hsz;238334
2050;jelenlegi;mn;108806
2051;jelenlét;fn;50452
2052;jelenség;fn;62363
2053;jelent;ige;468772
2054;jelentés;fn;112185
2055;jelentkezés;fn;57178
2056;jelentkezik;ige;126584
2057;jelentkező;fn;42479
2058;jelentő;mn;14969
2059;jelentős;mn;275136
2060;jelentőség;fn;61361
2061;jelentőségű;mn;19107
2062;jeles;mn;15774
2063;jelez;ige;107380
2064;jelkép;fn;15131
2065;jelleg;fn;68343
2066;jellegű;mn;80589
2067;jellegzetes;mn;23677
2068;jellem;fn;11247
2069;jellemez;ige;49672
2070;jellemzés;fn;10921
2071;jellemző;fn;45305
2072;jellemző;mn;97888
2073;jelöl;ige;62231
2074;jelölés;fn;15675
2075;jelölt;fn;42361
2076;jelölt;mn;11180
2077;jelszó;fn;91030
2078;jelzés;fn;28209
2079;jenő;fn;19159
2080;jézus;fn;128080
2081;jó;fn;69462
2082;jó;hsz;12602
2083;jó;mn;727358
2084;jobb;fn;17163
2085;jobb;mn;183583
2086;jobban;hsz;136593
2087;jobboldal;fn;11036
2088;jobboldali;mn;14136
2089;jog;fn;493462
2090;jogállam;fn;10379
2091;jogállás;fn;10691
2092;jogász;fn;12288
2093;jogcím;fn;12850
2094;jogerős;mn;12639
2095;jogi;mn;134150
2096;jogkör;fn;19656
2097;jogorvoslat;fn;15096
